央视频道,#genre#
爱体育,http://120.234.187.66:10086/rtp/239.10.0.218:1025
爱体育,http://120.234.187.66:10086/rtp/239.20.0.208:2214
爱体育,http://120.234.187.66:10086/rtp/239.20.0.237:2272
爱大剧,http://120.234.187.66:10086/rtp/239.10.0.14:1025
爱大剧,http://120.234.187.66:10086/rtp/239.20.0.234:2266
爱综艺,http://120.234.187.66:10086/rtp/239.10.0.16:1025
爱综艺,http://120.234.187.66:10086/rtp/239.20.0.236:2270
现代教育,http://120.234.187.66:10086/rtp/239.10.0.138:1025
现代教育,http://120.234.187.66:10086/rtp/239.20.0.128:2054
现代教育,http://120.234.187.66:10086/rtp/239.21.0.148:3936
百视通直播室101,http://120.234.187.66:10086/rtp/239.10.0.90:1025
百视通直播室101,http://120.234.187.66:10086/rtp/239.20.0.42:3236
百视通直播室102,http://120.234.187.66:10086/rtp/239.10.0.91:1025
百视通直播室102,http://120.234.187.66:10086/rtp/239.20.0.41:3240
百视通直播室103,http://120.234.187.66:10086/rtp/239.10.0.92:1025
百视通直播室103,http://120.234.187.66:10086/rtp/239.20.0.40:3244
百视通直播室104,http://120.234.187.66:10086/rtp/239.10.0.93:1025
百视通直播室104,http://120.234.187.66:10086/rtp/239.20.0.39:3248
百视通直播室105,http://120.234.187.66:10086/rtp/239.10.0.94:1025
百视通直播室105,http://120.234.187.66:10086/rtp/239.20.0.38:3252
百视通直播室106,http://120.234.187.66:10086/rtp/239.10.0.95:1025
百视通直播室106,http://120.234.187.66:10086/rtp/239.20.0.37:3256
百视通直播室107,http://120.234.187.66:10086/rtp/239.10.0.96:1025
百视通直播室107,http://120.234.187.66:10086/rtp/239.20.0.36:3260
睛彩广场舞,http://120.234.187.66:10086/rtp/239.11.0.184:1025
睛彩广场舞,http://120.234.187.66:10086/rtp/239.21.0.153:3956
睛彩竞技,http://120.234.187.66:10086/rtp/239.11.0.183:1025
睛彩竞技,http://120.234.187.66:10086/rtp/239.21.0.152:3952
移动咪咕五大联赛4K-2,http://120.234.187.66:10086/rtp/239.10.0.69:1025
移动频道,http://120.234.187.66:10086/rtp/239.10.0.143:1025
移动频道,http://120.234.187.66:10086/rtp/239.20.0.133:2064
精选频道3,http://120.234.187.66:10086/rtp/239.10.0.242:1025
经济科教,http://120.234.187.66:10086/rtp/239.10.0.112:1025
经济科教,http://120.234.187.66:10086/rtp/239.10.0.201:1025
经济科教,http://120.234.187.66:10086/rtp/239.10.0.46:1025
经济科教,http://120.234.187.66:10086/rtp/239.20.0.102:2002
经济科教,http://120.234.187.66:10086/rtp/239.20.0.191:2180
经济科教,http://120.234.187.66:10086/rtp/239.20.0.98:3008
更新时间,#genre#
2026-05-25 13:17:49,https://taoiptv.com/time.mp4
